Source,Target,Amount,LND1
547,341,3,"[[547, 2537, 341], np.float64(9e-05), np.int64(460), 3, 'Success']"
3056,9878,83,"[[3056, 855, 6010, 600, 1236, 547, 12445, 9878], np.float64(1.35221), np.int64(662), 8, 'Success']"
3407,12463,875,"[[3407, 21, 3083, 12463], np.float64(3.62588), np.int64(224), 4, 'Success']"
8138,3639,7055,"[[8138, 21, 560, 18, 3639], np.float64(2.08468), np.int64(160), 5, 'Failure']"
6540,8110,16320,"[[6540, 3086, 6980, 8110], np.float64(17.82229), np.int64(114), 4, 'Success']"
663,7701,265660,"[[663, 3892, 12325, 8723, 6562, 7702, 7701], np.float64(18.20551), np.int64(228), 7, 'Failure']"
8464,11659,2751390,"[[8464, 12325, 175, 67, 11659], np.float64(153.57645), np.int64(132), 5, 'Failure']"
3183,1835,18047029,"[[3183, 855, 1835], np.float64(3609.4058), np.int64(80), 3, 'Failure']"
9852,8929,4,"[[9852, 8535, 167, 12325, 10113, 8768, 8929], np.float64(2.0), np.int64(338), 7, 'Success']"
10358,2908,77,"[[10358, 10294, 2223, 167, 12325, 6953, 1609, 2908], np.float64(10031.75563), np.int64(378), 8, 'Failure']"
2551,11614,316,"[[2551, 148, 12325, 3778, 11614], np.float64(2.06428), np.int64(148), 5, 'Success']"
8046,3202,1209,"[[8046, 314, 10113, 12325, 9314, 468, 10, 3202], np.float64(28.114320000000003), np.int64(368), 8, 'Success']"
2771,239,42871,"[[2771, 3941, 12325, 4298, 239], np.float64(347.86859), np.int64(135), 5, 'Success']"
5854,951,213215,"[[5854, 3956, 167, 3892, 3221, 6755, 951], np.float64(249.15288), np.int64(230), 7, 'Failure']"
11360,12868,5905608,"[[11360, 177, 167, 459, 3412, 12868], np.float64(346.77636), np.int64(200), 6, 'Failure']"
2124,174,27643994,"[[2124, 174], 0, np.int64(40), 2, 'Failure']"
4005,6302,7,"[[4005, 10, 12325, 612, 6302], np.float64(2.00801), np.int64(154), 5, 'Success']"
768,287,85,"[[768, 32, 167, 5018, 87, 287], np.float64(1.10955), np.int64(294), 6, 'Success']"
8362,5624,697,"[[8362, 8210, 6390, 11532, 314, 8179, 167, 5624], np.float64(1.02012), np.int64(374), 8, 'Success']"
1391,11261,3608,"[[1391, 173, 70, 19, 1757, 483, 9996, 11261], np.float64(7.40707), np.int64(236), 8, 'Success']"
9428,8063,27004,"[[9428, 9321, 9594, 12325, 6953, 1955, 8063], np.float64(20002.17417), np.int64(234), 7, 'Success']"
51,12368,412681,"[[51, 139, 620, 3468, 12368], np.float64(333.05242), np.int64(244), 5, 'Success']"
11603,6086,1448151,"[[11603, 11597, 12325, 321, 2, 6086], np.float64(154.50489), np.int64(172), 6, 'Failure']"
172,166,40080364,"[[172, 173, 55, 166], np.float64(2206.67002), np.int64(76), 4, 'Failure']"
9460,10193,10,"[[9460, 233, 64, 10193], np.float64(2.45433), np.int64(114), 4, 'Success']"
10394,9828,71,"[[10394, 10294, 2223, 167, 858, 888, 9828], np.float64(0.23443), np.int64(334), 7, 'Success']"
8487,4073,580,"[[8487, 84, 8179, 167, 6876, 855, 4073], np.float64(1.6392600000000002), np.int64(230), 7, 'Success']"
6548,1594,2592,"[[6548, 78, 52, 19, 1757, 483, 1594], np.float64(3.7405), np.int64(196), 7, 'Success']"
10584,5323,11636,"[[10584, 10294, 2223, 609, 6010, 600, 5323], np.float64(72.48446000000001), np.int64(344), 7, 'Success']"
12099,4404,974509,"[[12099, 167, 4404], np.float64(0.97451), np.int64(64), 3, 'Success']"
3191,340,3955950,"[[3191, 321, 340], np.float64(4.95595), np.int64(80), 3, 'Failure']"
77,801,13040735,"[[77, 55, 173, 60, 1236, 2124, 801], np.float64(39844.8502), np.int64(294), 7, 'Failure']"
4386,1301,10,"[[4386, 3083, 6157, 600, 1301], np.float64(0.06009), np.int64(264), 5, 'Success']"
340,7883,79,"[[340, 321, 2, 6274, 7883], np.float64(1.00008), np.int64(236), 5, 'Success']"
3842,4904,657,"[[3842, 600, 1236, 19, 4822, 4904], np.float64(4.95458), np.int64(304), 6, 'Success']"
12728,9876,6416,"[[12728, 52, 175, 6020, 314, 9876], np.float64(6.50423), np.int64(282), 6, 'Failure']"
3992,2358,37865,"[[3992, 314, 6219, 1139, 1340, 2358], np.float64(1.19133), np.int64(304), 6, 'Failure']"
3328,11718,445443,"[[3328, 463, 87, 1139, 3021, 10300, 11718], np.float64(1582.11883), np.int64(344), 7, 'Failure']"
742,6127,1331577,"[[742, 1053, 167, 9459, 6421, 2039, 6127], np.float64(1003.2072000000001), np.int64(230), 7, 'Failure']"
4704,614,52636968,"[[4704, 445, 301, 614], np.float64(26372.14729), np.int64(120), 4, 'Failure']"
7728,3906,5,"[[7728, 6274, 2223, 167, 2584, 3906], np.float64(1.0233199999999998), np.int64(304), 6, 'Success']"
12214,12611,28,"[[12214, 855, 12611], np.float64(0.0056), np.int64(80), 3, 'Success']"
6117,3578,648,"[[6117, 855, 6693, 3083, 3578], np.float64(0.1296), np.int64(264), 5, 'Success']"
4181,5927,4586,"[[4181, 1139, 3647, 5927], np.float64(14.673350000000001), np.int64(120), 4, 'Success']"
883,163,51629,"[[883, 600, 36, 163], np.float64(12273.7665), np.int64(152), 4, 'Failure']"
12590,12065,495545,"[[12590, 855, 11840, 12065], np.float64(99.109), np.int64(120), 4, 'Failure']"
12634,1879,2826404,"[[12634, 11067, 12325, 10485, 5979, 1879], np.float64(367.00338), np.int64(188), 6, 'Failure']"
3570,12024,11430176,"[[3570, 59, 177, 18, 10113, 12024], np.float64(1786.4221499999999), np.int64(178), 6, 'Failure']"
314,6249,4,"[[314, 42, 6722, 6249], np.float64(0.27864), np.int64(226), 4, 'Success']"
5164,6299,65,"[[5164, 175, 12325, 1919, 6299], np.float64(27.25508), np.int64(154), 5, 'Success']"
9127,5173,115,"[[9127, 8768, 7218, 4822, 5173], np.float64(0.0), np.int64(472), 5, 'Success']"
4304,7351,8974,"[[4304, 612, 2, 7218, 7351], np.float64(1.00897), np.int64(242), 5, 'Success']"
396,12746,84895,"[[396, 148, 3892, 3221, 6035, 12746], np.float64(10005.64986), np.int64(194), 6, 'Failure']"
8272,8250,828885,"[[8272, 86, 12325, 84, 11064, 8250], np.float64(8.8022), np.int64(188), 6, 'Success']"
12479,3852,6478240,"[[12479, 3119, 84, 10113, 131, 6035, 3101, 3852], np.float64(6510.69421), np.int64(274), 8, 'Failure']"
11824,3930,11205733,"[[11824, 61, 175, 50, 2255, 6631, 3930], np.float64(2075.40418), np.int64(190), 7, 'Failure']"
12623,11272,1,"[[12623, 8202, 32, 11272], np.float64(11.0135), np.int64(224), 4, 'Success']"
7347,6185,92,"[[7347, 7218, 2, 1566, 1573, 11840, 1815, 6185], np.float64(0.28523), np.int64(352), 8, 'Success']"
13103,4894,576,"[[13103, 715, 4045, 12325, 6478, 5883, 6219, 4894], np.float64(1.09966), np.int64(268), 8, 'Success']"
10742,4323,2985,"[[10742, 10294, 4822, 3083, 4323], np.float64(0.0), np.int64(472), 5, 'Success']"
6042,2875,36189,"[[6042, 463, 8688, 634, 2875], np.float64(59.30409), np.int64(160), 5, 'Failure']"
11330,11235,343935,"[[11330, 445, 439, 11235], np.float64(70.79054), np.int64(224), 4, 'Success']"
12920,2849,4207963,"[[12920, 3742, 177, 55, 2849], np.float64(8650.08135), np.int64(132), 5, 'Failure']"
18,488,10538926,"[[18, 488], 0, np.int64(40), 2, 'Success']"
12663,5673,2,"[[12663, 10, 12325, 26, 5673], np.float64(1.0028), np.int64(148), 5, 'Success']"
2551,10768,97,"[[2551, 2537, 609, 10768], np.float64(0.01261), np.int64(114), 4, 'Success']"
4690,9261,656,"[[4690, 855, 6010, 600, 9261], np.float64(2.09959), np.int64(156), 5, 'Success']"
9127,3243,1980,"[[9127, 8768, 6274, 3083, 3243], np.float64(0.0), np.int64(472), 5, 'Success']"
1725,3214,51026,"[[1725, 1672, 36, 12325, 3214], np.float64(475.91562999999996), np.int64(186), 5, 'Success']"
6417,5284,313399,"[[6417, 2928, 3093, 12325, 10339, 167, 5284], np.float64(32.96676), np.int64(218), 7, 'Failure']"
3509,12292,1253469,"[[3509, 57, 175, 12292], np.float64(71.1908), np.int64(98), 4, 'Failure']"
4312,494,23352835,"[[4312, 172, 173, 174, 507, 494], np.float64(6472.270490000001), np.int64(156), 6, 'Failure']"
5789,4971,1,"[[5789, 4822, 2706, 609, 4840, 4971], np.float64(0.004), np.int64(304), 6, 'Success']"
5729,3079,14,"[[5729, 4822, 2706, 167, 4792, 3079], np.float64(1.04978), np.int64(304), 6, 'Success']"
309,8468,146,"[[309, 36, 12325, 9314, 6079, 600, 8468], np.float64(26.53196), np.int64(256), 7, 'Success']"
9365,10835,3927,"[[9365, 321, 2, 3083, 10835], np.float64(1.00393), np.int64(242), 5, 'Success']"
9656,7042,34253,"[[9656, 26, 12325, 7042], np.float64(25.34278), np.int64(108), 4, 'Success']"
1920,5871,431006,"[[1920, 894, 12325, 1559, 6010, 6011, 5339, 5911, 5871], np.float64(134.91147999999998), np.int64(308), 9, 'Failure']"
652,4101,4464826,"[[652, 233, 5855, 9912, 4007, 4008, 4101], np.float64(559931.3955), np.int64(234), 7, 'Failure']"
7022,5322,12237849,"[[7022, 18, 2734, 5322], np.float64(30608.89094), np.int64(224), 4, 'Failure']"
11587,1613,1,"[[11587, 4343, 1121, 167, 12325, 9314, 6079, 600, 1236, 1613], np.float64(26.01746), np.int64(448), 10, 'Success']"
5968,6118,17,"[[5968, 233, 149, 6118], np.float64(20.09334), np.int64(218), 4, 'Success']"
9132,6135,894,"[[9132, 8768, 2223, 609, 6135], np.float64(2.8783899999999996), np.int64(264), 5, 'Success']"
8058,1162,4677,"[[8058, 612, 3277, 634, 1162], np.float64(10.68169), np.int64(264), 5, 'Success']"
7555,9512,29848,"[[7555, 6274, 3083, 8688, 9512], np.float64(92.20944), np.int64(368), 5, 'Success']"
770,12686,904037,"[[770, 175, 12325, 12686], np.float64(10051.52198), np.int64(114), 4, 'Success']"
3214,480,1862506,"[[3214, 233, 3221, 480], np.float64(15.27753), np.int64(114), 4, 'Failure']"
64,2270,32601846,"[[64, 2270], 0, np.int64(40), 2, 'Success']"
5622,9695,7,"[[5622, 2357, 609, 10113, 12325, 6557, 8603, 9695], np.float64(3.0010000000000003), np.int64(274), 8, 'Success']"
12996,4396,60,"[[12996, 12325, 137, 4396], np.float64(0.115), np.int64(124), 4, 'Success']"
2926,1679,200,"[[2926, 609, 6010, 600, 2680, 801, 919, 1679], np.float64(0.62066), np.int64(280), 8, 'Success']"
3122,4909,7236,"[[3122, 1818, 167, 3642, 4822, 4909], np.float64(0.42693000000000003), np.int64(398), 6, 'Success']"
4593,498,26883,"[[4593, 12325, 10339, 167, 3190, 233, 498], np.float64(363.87533), np.int64(316), 7, 'Success']"
6900,8228,756262,"[[6900, 12236, 612, 8228], np.float64(24.44417), np.int64(120), 4, 'Failure']"
2176,3915,5034710,"[[2176, 2177, 321, 177, 174, 3915], np.float64(291.22904), np.int64(178), 6, 'Failure']"
3158,228,14362606,"[[3158, 855, 3379, 228], np.float64(2887.88688), np.int64(120), 4, 'Failure']"
8828,3768,3,"[[8828, 8768, 10113, 12325, 6200, 2232, 1139, 3768], np.float64(26.09611), np.int64(378), 8, 'Success']"
472,9923,61,"[[472, 18, 2425, 609, 8688, 9512, 9923], np.float64(2.0128399999999997), np.int64(240), 7, 'Success']"
5661,9852,743,"[[5661, 4186, 939, 149, 11837, 308, 11654, 167, 8535, 9852], np.float64(2.09747), np.int64(368), 10, 'Success']"
7520,430,6633,"[[7520, 73, 175, 108, 430], np.float64(5.9315), np.int64(118), 5, 'Success']"
7021,13027,30253,"[[7021, 12768, 13027], np.float64(0.0), np.int64(80), 3, 'Success']"
4405,539,503671,"[[4405, 4488, 321, 539], np.float64(52.37082), np.int64(224), 4, 'Failure']"
260,152,6644062,"[[260, 10113, 321, 152], np.float64(10632.497309999999), np.int64(224), 4, 'Failure']"
8260,66,40053177,"[[8260, 855, 173, 66], np.float64(8010.6354), np.int64(98), 4, 'Failure']"
12477,7505,1,"[[12477, 11890, 3093, 12325, 4433, 8301, 7218, 7505], np.float64(1.00057), np.int64(378), 8, 'Success']"
1826,1496,31,"[[1826, 32, 6010, 600, 1236, 1496], np.float64(1.20184), np.int64(304), 6, 'Success']"
10706,11175,708,"[[10706, 10294, 2223, 167, 12325, 11597, 2559, 11175], np.float64(3.2641099999999996), np.int64(378), 8, 'Success']"
1207,2214,6645,"[[1207, 855, 12325, 6134, 3297, 2214], np.float64(2.6659100000000002), np.int64(194), 6, 'Success']"
9897,11358,48820,"[[9897, 167, 6983, 11358], np.float64(0.53702), np.int64(110), 4, 'Failure']"
3966,2426,442429,"[[3966, 21, 2602, 32, 2426], np.float64(223.21572), np.int64(242), 5, 'Failure']"
73,254,4487360,"[[73, 167, 10065, 254], np.float64(8.97472), np.int64(120), 4, 'Failure']"
11181,442,11896312,
12339,12434,4,"[[12339, 321, 2, 1566, 207, 2615, 12434], np.float64(2.03086), np.int64(208), 7, 'Success']"
10323,2999,40,
5744,9496,584,"[[5744, 4822, 2706, 167, 6876, 855, 9496], np.float64(3.5172999999999996), np.int64(334), 7, 'Success']"
1143,12242,6616,"[[1143, 1139, 36, 12325, 3093, 12260, 12242], np.float64(62.722939999999994), np.int64(266), 7, 'Success']"
9637,1719,71160,"[[9637, 4304, 233, 6324, 3297, 1855, 1854, 966, 1719], np.float64(256.45589), np.int64(314), 9, 'Failure']"
1032,12374,805281,"[[1032, 3065, 3292, 12325, 9709, 576, 6335, 12374], np.float64(1717.58201), np.int64(254), 8, 'Failure']"
6797,11524,4530558,"[[6797, 1983, 12325, 398, 11524], np.float64(821.032), np.int64(154), 5, 'Failure']"
29,632,15562319,"[[29, 6234, 207, 632], np.float64(13241.306), np.int64(120), 4, 'Failure']"
113,3908,8,"[[113, 32, 3908], np.float64(1.00399), np.int64(288), 3, 'Success']"
12998,6582,80,"[[12998, 12325, 9886, 6582], np.float64(0.0), np.int64(218), 4, 'Success']"
3966,9765,576,"[[3966, 21, 11628, 4261, 3462, 9765], np.float64(1.04378), np.int64(200), 6, 'Success']"
7548,5365,9493,"[[7548, 6274, 2, 5365], np.float64(29.431150000000002), np.int64(202), 4, 'Success']"
10845,3114,12203,"[[10845, 4822, 2, 3114], np.float64(37.83296), np.int64(202), 4, 'Success']"
12059,3933,516851,"[[12059, 12325, 11837, 18, 3933], np.float64(26.51685), np.int64(132), 5, 'Success']"
11317,2324,4696817,"[[11317, 11178, 167, 2324], np.float64(4.69682), np.int64(110), 4, 'Failure']"
5409,1582,20306469,"[[5409, 321, 2366, 1582], np.float64(101553.753), np.int64(120), 4, 'Failure']"
9419,2318,3,"[[9419, 165, 3414, 21, 2318], np.float64(2.0), np.int64(160), 5, 'Success']"
9450,3591,97,"[[9450, 609, 6020, 3591], np.float64(2.0325), np.int64(120), 4, 'Success']"
981,8909,253,"[[981, 2, 8768, 8909], np.float64(0.0), np.int64(202), 4, 'Success']"
9623,8645,9636,"[[9623, 609, 12305, 463, 8645], np.float64(6.264169999999999), np.int64(160), 5, 'Success']"
2857,5901,26462,"[[2857, 84, 12325, 1559, 6010, 6011, 6103, 5901], np.float64(2.3175499999999998), np.int64(274), 8, 'Failure']"
11758,9733,610857,"[[11758, 233, 12325, 3462, 9765, 9773, 9733], np.float64(145.502), np.int64(228), 7, 'Failure']"
3516,4044,1196859,"[[3516, 60, 175, 78, 5027, 12157, 4044], np.float64(83.24354), np.int64(196), 7, 'Failure']"
2362,22,12137611,"[[2362, 10159, 12325, 137, 167, 1577, 21, 22], np.float64(3654.87892), np.int64(378), 8, 'Failure']"
9480,3382,8,"[[9480, 91, 6035, 377, 3382], np.float64(1.5086), np.int64(314), 5, 'Success']"
6606,5599,30,"[[6606, 3111, 609, 2706, 167, 5599], np.float64(2.00609), np.int64(190), 6, 'Success']"
4052,3645,159,"[[4052, 3083, 8688, 167, 3892, 3221, 6941, 3868, 3400, 3522, 3645], np.float64(2.5567900000000003), np.int64(494), 11, 'Success']"
5326,10273,6350,"[[5326, 3153, 609, 10273], np.float64(1.64135), np.int64(120), 4, 'Failure']"
10804,4847,95111,"[[10804, 3152, 4408, 314, 3253, 480, 3221, 5043, 12277, 9866, 4773, 4847], np.float64(124.15638), np.int64(544), 12, 'Failure']"
772,139,273517,"[[772, 207, 139], np.float64(19.17619), np.int64(80), 3, 'Success']"
12693,4714,1940985,"[[12693, 12768, 10113, 12325, 11837, 149, 6011, 4714], np.float64(26.94198), np.int64(356), 8, 'Failure']"
3158,62,20339684,"[[3158, 796, 177, 62], np.float64(21.33968), np.int64(98), 4, 'Failure']"
776,7062,9,"[[776, 600, 1236, 2, 6274, 7062], np.float64(1.03), np.int64(282), 6, 'Success']"
3515,12026,88,"[[3515, 1139, 1059, 167, 6391, 12026], np.float64(0.37664000000000003), np.int64(190), 6, 'Success']"
3799,7602,186,"[[3799, 21, 3083, 7602], np.float64(1.00019), np.int64(224), 4, 'Success']"
691,7034,2696,"[[691, 1104, 609, 9281, 6274, 7034], np.float64(8.691049999999999), np.int64(298), 6, 'Success']"
5519,6986,13024,"[[5519, 4822, 10113, 12325, 6134, 4758, 6922, 6986], np.float64(45.01638), np.int64(378), 8, 'Success']"
5040,12888,434078,"[[5040, 8178, 470, 12888], np.float64(43.50781), np.int64(120), 4, 'Failure']"
12742,9530,1776788,"[[12742, 18, 8851, 9530], np.float64(13.53753), np.int64(120), 4, 'Failure']"
192,67,10089029,"[[192, 26, 10113, 63, 175, 67], np.float64(15235.07513), np.int64(144), 6, 'Failure']"
8411,12866,3,"[[8411, 5059, 12866], np.float64(0.0013), np.int64(74), 3, 'Success']"
2064,9053,83,"[[2064, 600, 1236, 2, 8768, 9053], np.float64(1.252), np.int64(282), 6, 'Success']"
3276,927,773,"[[3276, 18, 12157, 3372, 5949, 1139, 924, 927], np.float64(5.805159999999999), np.int64(280), 8, 'Success']"
10328,10726,1732,"[[10328, 415, 480, 4353, 3285, 4822, 10294, 10726], np.float64(1.71692), np.int64(488), 8, 'Success']"
8158,3512,74317,"[[8158, 612, 10801, 1369, 3512], np.float64(2.14864), np.int64(160), 5, 'Success']"
9643,9893,550326,"[[9643, 172, 173, 177, 6228, 12768, 12063, 10225, 9893], np.float64(425.49057), np.int64(276), 9, 'Failure']"
9456,4714,4929537,"[[9456, 131, 64, 175, 172, 4714], np.float64(279.30435), np.int64(150), 6, 'Success']"
64,4704,35398416,"[[64, 177, 173, 4704], np.float64(1949.16288), np.int64(76), 4, 'Success']"
7514,4170,6,"[[7514, 7218, 3083, 4170], np.float64(0.0), np.int64(328), 4, 'Success']"
9187,12958,68,"[[9187, 8768, 10113, 12325, 26, 12958], np.float64(0.20467999999999997), np.int64(292), 6, 'Success']"
4383,4444,425,"[[4383, 3083, 4444], np.float64(0.0), np.int64(184), 3, 'Success']"
11642,9634,7091,"[[11642, 11634, 11628, 4261, 12325, 9634], np.float64(26.54082), np.int64(188), 6, 'Failure']"
2560,2527,91289,"[[2560, 233, 8733, 167, 6876, 855, 2527], np.float64(1714.0078), np.int64(244), 7, 'Failure']"
497,7355,431734,"[[497, 173, 50, 7355], np.float64(25.99537), np.int64(98), 4, 'Failure']"
6232,5526,1154660,"[[6232, 233, 5528, 5796, 5526], np.float64(127.66555), np.int64(154), 5, 'Failure']"
6876,6855,17864658,"[[6876, 167, 6855], np.float64(17.86466), np.int64(70), 3, 'Failure']"
3983,5865,7,"[[3983, 167, 32, 5865], np.float64(1.0035), np.int64(214), 4, 'Success']"
4750,6866,44,"[[4750, 173, 18, 6866], np.float64(3.2525199999999996), np.int64(120), 4, 'Success']"
12832,10227,314,"[[12832, 26, 12325, 9314, 6079, 600, 3955, 10227], np.float64(26.47403), np.int64(252), 8, 'Success']"
10636,8015,1707,"[[10636, 10294, 2223, 609, 6010, 600, 8015], np.float64(10.63346), np.int64(344), 7, 'Success']"
11280,3386,88748,"[[11280, 131, 3386], np.float64(1.08875), np.int64(80), 3, 'Success']"
12149,9554,189117,"[[12149, 10, 12325, 9554], np.float64(190.117), np.int64(114), 4, 'Success']"
5040,2067,8720002,"[[5040, 8278, 18, 10113, 12325, 137, 2909, 351, 2067], np.float64(8515.313549999999), np.int64(318), 9, 'Failure']"
64,6056,39712695,"[[64, 177, 61, 6056], np.float64(2186.44822), np.int64(76), 4, 'Failure']"
8218,4827,9,"[[8218, 12325, 10113, 4822, 4827], np.float64(0.0), np.int64(258), 5, 'Success']"
4301,9193,53,"[[4301, 855, 12325, 10113, 8768, 9193], np.float64(0.0106), np.int64(292), 6, 'Success']"
5002,1216,379,"[[5002, 1579, 634, 1216], np.float64(5.379379999999999), np.int64(224), 4, 'Success']"
8637,9247,5737,"[[8637, 3085, 2, 8768, 9247], np.float64(1.5737), np.int64(242), 5, 'Success']"
1092,10680,37302,"[[1092, 9678, 4822, 10294, 10680], np.float64(1.0373), np.int64(368), 5, 'Failure']"
2003,11795,274687,"[[2003, 177, 167, 2584, 11795], np.float64(293.33492), np.int64(160), 5, 'Failure']"
3874,3766,1930274,"[[3874, 175, 12325, 3766], np.float64(133.41645), np.int64(114), 4, 'Failure']"
894,9510,10020731,"[[894, 10159, 9510], np.float64(651.34751), np.int64(74), 3, 'Failure']"
1872,2996,7,"[[1872, 609, 2425, 32, 2996], np.float64(1.0035), np.int64(264), 5, 'Success']"
7238,8349,13,"[[7238, 6274, 2223, 1067, 8349], np.float64(0.05723), np.int64(368), 5, 'Success']"
9482,13079,474,"[[9482, 8160, 12325, 9401, 12425, 4565, 13048, 13079], np.float64(0.19152), np.int64(274), 8, 'Success']"
6209,2736,1516,"[[6209, 233, 12236, 2735, 2736], np.float64(0.7853100000000001), np.int64(154), 5, 'Success']"
5571,1332,11780,"[[5571, 634, 6020, 3292, 12325, 9314, 6079, 600, 1236, 1332], np.float64(137.06495), np.int64(324), 10, 'Success']"
11515,4098,763893,"[[11515, 32, 3758, 4098], np.float64(516.35079), np.int64(224), 4, 'Success']"
2905,4417,2013133,"[[2905, 321, 445, 4417], np.float64(6.02627), np.int64(120), 4, 'Success']"
48,207,80453771,"[[48, 6184, 207], np.float64(80454.771), np.int64(80), 3, 'Failure']"
9851,7221,5,"[[9851, 3297, 5965, 167, 3642, 6274, 7221], np.float64(1.00027), np.int64(334), 7, 'Success']"
3013,3514,48,"[[3013, 4436, 2706, 609, 3514], np.float64(0.00096), np.int64(154), 5, 'Success']"
4259,2641,672,"[[4259, 3759, 4090, 12325, 1559, 2641], np.float64(1.02472), np.int64(194), 6, 'Success']"
8831,10840,3637,"[[8831, 8768, 10113, 12325, 10469, 10840], np.float64(12.734960000000001), np.int64(298), 6, 'Success']"
1225,2936,79865,"[[1225, 634, 2706, 167, 2936], np.float64(101.93493000000001), np.int64(150), 5, 'Failure']"
10203,4345,547071,"[[10203, 55, 173, 66, 4345], np.float64(32.3389), np.int64(116), 5, 'Failure']"
3978,2889,4103194,"[[3978, 70, 177, 56, 2889], np.float64(227.92567), np.int64(116), 5, 'Failure']"
8168,3488,16479493,"[[8168, 321, 177, 73, 3488], np.float64(3651.97159), np.int64(138), 5, 'Failure']"
923,5962,7,"[[923, 919, 801, 2680, 600, 1236, 6020, 604, 4506, 5962], np.float64(4.03604), np.int64(464), 10, 'Success']"
5497,3901,56,"[[5497, 4822, 21, 3901], np.float64(1.17106), np.int64(224), 4, 'Success']"
7517,13053,706,"[[7517, 7218, 301, 13053], np.float64(3.12171), np.int64(224), 4, 'Success']"
12658,8730,6038,"[[12658, 55, 175, 8730], np.float64(2.58209), np.int64(98), 4, 'Success']"
2147,2766,37734,"[[2147, 126, 50, 2766], np.float64(5.5414), np.int64(120), 4, 'Success']"
999,2067,533856,"[[999, 6755, 12325, 9314, 6079, 600, 148, 2067], np.float64(2322.6678100000004), np.int64(264), 8, 'Failure']"
234,448,1102161,"[[234, 207, 12325, 9314, 6079, 600, 162, 448], np.float64(3478.66207), np.int64(238), 8, 'Failure']"
12292,1236,11320870,"[[12292, 60, 1236], np.float64(624.89785), np.int64(74), 3, 'Success']"
1569,10218,1,"[[1569, 21, 6463, 167, 894, 10218], np.float64(1.00077), np.int64(178), 6, 'Success']"
11267,3608,78,"[[11267, 32, 2558, 3608], np.float64(1.0443), np.int64(224), 4, 'Success']"
3828,11737,709,
1780,308,9184,"[[1780, 32, 12325, 11837, 308], np.float64(30.59529), np.int64(236), 5, 'Success']"
1030,9521,30871,"[[1030, 2667, 2791, 167, 11178, 12768, 3928, 3277, 3894, 9521], np.float64(7.04439), np.int64(338), 10, 'Failure']"
3183,9807,370195,"[[3183, 167, 8490, 8459, 9807], np.float64(75.77974), np.int64(150), 5, 'Success']"
12492,1229,1566220,"[[12492, 2584, 167, 1229], np.float64(18.228440000000003), np.int64(110), 4, 'Failure']"
5979,1011,90982026,"[[5979, 70, 177, 1011], np.float64(5006.26143), np.int64(98), 4, 'Failure']"
4243,6900,10,"[[4243, 3083, 3386, 4816, 12157, 6900], np.float64(1.03443), np.int64(304), 6, 'Success']"
11366,12470,75,"[[11366, 855, 6010, 600, 12470], np.float64(0.24004), np.int64(160), 5, 'Success']"
8596,12674,488,"[[8596, 8595, 2, 1566, 1573, 12325, 26, 12674], np.float64(1.05417), np.int64(236), 8, 'Success']"
4725,11959,3125,"[[4725, 6352, 12768, 13029, 167, 3190, 233, 1067, 11959], np.float64(15.2935), np.int64(512), 9, 'Failure']"
5847,4097,47998,"[[5847, 6184, 1139, 595, 4097], np.float64(145.57722), np.int64(264), 5, 'Success']"
10514,557,100873,"[[10514, 3101, 549, 48, 557], np.float64(158.13249), np.int64(150), 5, 'Success']"
2334,467,6130884,"[[2334, 233, 467], np.float64(37.20154), np.int64(74), 3, 'Failure']"
1846,13001,14740550,"[[1846, 32, 13001], np.float64(7356.53445), np.int64(184), 3, 'Success']"
6571,10678,9,"[[6571, 56, 19, 4822, 10294, 10678], np.float64(3.25056), np.int64(408), 6, 'Success']"
11250,3414,70,"[[11250, 855, 12325, 6953, 2861, 1358, 3414], np.float64(10001.0138), np.int64(234), 7, 'Success']"
11981,7623,254,"[[11981, 272, 6476, 254, 7218, 7623], np.float64(1.01346), np.int64(298), 6, 'Success']"
9427,12365,5883,"[[9427, 3346, 21, 12365], np.float64(2.3000800000000003), np.int64(120), 4, 'Failure']"
4687,2975,69938,"[[4687, 173, 141, 32, 2975], np.float64(41.99762), np.int64(242), 5, 'Success']"
6318,5023,791582,"[[6318, 8206, 10791, 10483, 10795, 5939, 321, 12325, 11837, 623, 6020, 795, 5023], np.float64(484.0225499999999), np.int64(556), 13, 'Failure']"
43,3078,1444149,"[[43, 141, 12325, 398, 3078], np.float64(84.12248), np.int64(247), 5, 'Failure']"
6234,5969,37185241,"[[6234, 445, 5969], np.float64(38.18524), np.int64(80), 3, 'Failure']"
10333,9988,1,"[[10333, 32, 2, 7218, 9988], np.float64(1.0005), np.int64(346), 5, 'Success']"
8956,1413,44,"[[8956, 8768, 7218, 4822, 367, 567, 1413], np.float64(0.31462999999999997), np.int64(552), 7, 'Success']"
450,7909,712,"[[450, 233, 19, 609, 9281, 6274, 7909], np.float64(21.73384), np.int64(316), 7, 'Success']"
9767,10017,5990,"[[9767, 167, 3892, 3221, 10017], np.float64(1.0179699999999998), np.int64(150), 5, 'Success']"
6893,5982,64241,"[[6893, 233, 2597, 5982], np.float64(65.86961), np.int64(296), 4, 'Failure']"
12986,350,491992,"[[12986, 12768, 10113, 1369, 345, 350], np.float64(104.95144), np.int64(194), 6, 'Failure']"
3740,2031,2072170,"[[3740, 4777, 445, 2031], np.float64(1368.7488), np.int64(224), 4, 'Failure']"
1000,21,13043807,"[[1000, 321, 167, 1577, 21], np.float64(2622.93825), np.int64(254), 5, 'Failure']"
