Source,Target,Amount,LND1
12661,5926,5896,"[[12661, 8674, 11840, 167, 858, 609, 8688, 5926], np.float64(2.13309), np.int64(270), 8, 'Failure']"
12792,12147,16095,"[[12792, 855, 1969, 609, 36, 2, 651, 607, 12147], np.float64(58.976670000000006), np.int64(330), 9, 'Failure']"
4480,5914,629523,"[[4480, 167, 12540, 12473, 5914], np.float64(101.70874), np.int64(154), 5, 'Failure']"
9278,3883,2416119,"[[9278, 445, 5965, 12325, 7122, 293, 9694, 3883], np.float64(824.9527899999999), np.int64(274), 8, 'Failure']"
10551,5972,11225659,"[[10551, 383, 3292, 5972], np.float64(5388.31632), np.int64(100), 4, 'Failure']"
5201,7058,2,"[[5201, 4822, 3083, 6274, 7058], np.float64(0.0), np.int64(472), 5, 'Success']"
11352,268,46,"[[11352, 11206, 8688, 1369, 268], np.float64(1.01095), np.int64(160), 5, 'Success']"
8229,6079,780,"[[8229, 21, 6079], np.float64(1.00078), np.int64(80), 3, 'Success']"
9872,6192,7001,"[[9872, 855, 4783, 21, 6192], np.float64(2.4074), np.int64(160), 5, 'Failure']"
489,3471,25436,"[[489, 233, 1067, 3471], np.float64(35.48692), np.int64(218), 4, 'Success']"
6765,6347,592672,"[[6765, 5585, 167, 12325, 6134, 6088, 6347], np.float64(538.7117499999999), np.int64(234), 7, 'Failure']"
9634,157,1205198,"[[9634, 73, 175, 50, 157], np.float64(68.53589), np.int64(110), 5, 'Success']"
321,137,12539873,"[[321, 137], 0, np.int64(40), 2, 'Success']"
248,10411,5,"[[248, 84, 3520, 10294, 10411], np.float64(1.0002300000000002), np.int64(264), 5, 'Success']"
7554,12483,38,"[[7554, 6274, 11057, 12483], np.float64(0.114), np.int64(328), 4, 'Success']"
301,5521,760,"[[301, 207, 6043, 5521], np.float64(50.008359999999996), np.int64(120), 4, 'Success']"
7022,2404,8496,"[[7022, 12086, 167, 6214, 2404], np.float64(0.42134), np.int64(144), 5, 'Success']"
2198,3033,79500,"[[2198, 32, 8345, 6720, 3868, 3400, 3033], np.float64(61.85291), np.int64(344), 7, 'Failure']"
5609,8467,911642,"[[5609, 175, 167, 8467], np.float64(53.302), np.int64(110), 4, 'Failure']"
5409,454,1366894,"[[5409, 11049, 454], np.float64(1395.59877), np.int64(61), 3, 'Failure']"
177,1983,98232296,"[[177, 60, 1983], np.float64(5405.02628), np.int64(58), 3, 'Failure']"
6724,4977,2,"[[6724, 3292, 12325, 9314, 6079, 600, 1236, 1531, 5107, 4977], np.float64(27.06838), np.int64(318), 10, 'Success']"
8898,11219,96,"[[8898, 8768, 6274, 11057, 11219], np.float64(0.0), np.int64(472), 5, 'Success']"
4787,6446,990,"[[4787, 32, 6446], np.float64(1.49401), np.int64(184), 3, 'Success']"
8599,257,9986,"[[8599, 609, 36, 2, 257], np.float64(33.74914), np.int64(170), 5, 'Success']"
2262,9125,25473,"[[2262, 73, 173, 64, 8768, 9125], np.float64(14.60406), np.int64(260), 6, 'Success']"
2262,210,374195,"[[2262, 18, 10113, 12325, 210], np.float64(1.3742), np.int64(154), 5, 'Success']"
17,3537,9505858,"[[17, 73, 321, 3537], np.float64(2110.7969300000004), np.int64(120), 4, 'Failure']"
498,6378,19377906,"[[498, 66, 53, 6378], np.float64(1068.03483), np.int64(98), 4, 'Failure']"
1061,6996,3,"[[1061, 600, 12325, 10113, 12768, 12972, 3422, 3338, 6597, 6996], np.float64(1.0139), np.int64(348), 10, 'Success']"
9379,1296,93,"[[9379, 149, 2425, 609, 1296], np.float64(0.00118), np.int64(264), 5, 'Success']"
140,2438,564,"[[140, 70, 1139, 2438], np.float64(3.97311), np.int64(114), 4, 'Success']"
12959,4038,9337,"[[12959, 609, 2425, 4038], np.float64(0.00934), np.int64(120), 4, 'Success']"
11192,12507,94460,"[[11192, 2909, 2721, 11840, 10051, 12507], np.float64(39.9734), np.int64(220), 6, 'Failure']"
6832,8786,321353,"[[6832, 55, 167, 4792, 1268, 8786], np.float64(73.30816), np.int64(200), 6, 'Failure']"
11845,10310,1293777,"[[11845, 148, 84, 10518, 10626, 10310], np.float64(220.6558), np.int64(200), 6, 'Failure']"
5048,6422,69470263,"[[5048, 56, 321, 6422], np.float64(15362.94362), np.int64(120), 4, 'Success']"
12495,2094,1,"[[12495, 32, 2, 2081, 2094], np.float64(1.0034999999999998), np.int64(242), 5, 'Success']"
11794,11750,73,"[[11794, 167, 858, 609, 2434, 83, 11750], np.float64(1.26679), np.int64(224), 7, 'Success']"
9339,8208,403,"[[9339, 795, 4343, 1121, 167, 12325, 9709, 108, 8208], np.float64(1.3923400000000001), np.int64(502), 9, 'Success']"
10111,1542,3611,"[[10111, 57, 177, 61, 600, 1236, 1542], np.float64(24.148300000000003), np.int64(196), 7, 'Success']"
10146,9181,14196,"[[10146, 55, 173, 64, 8768, 9181], np.float64(12.12312), np.int64(260), 6, 'Success']"
8079,2250,604169,"[[8079, 626, 10113, 2701, 3184, 2250], np.float64(107.33612), np.int64(200), 6, 'Failure']"
12238,2433,2462830,"[[12238, 233, 2869, 2433], np.float64(40.55401), np.int64(108), 4, 'Failure']"
12018,2562,13790524,"[[12018, 796, 2562], np.float64(14.79052), np.int64(80), 3, 'Failure']"
9242,8959,8,"[[9242, 8768, 8959], np.float64(0.0), np.int64(184), 3, 'Success']"
7614,4167,94,"[[7614, 7218, 3083, 4167], np.float64(0.0), np.int64(328), 4, 'Success']"
7242,10023,876,"[[7242, 6274, 36, 9948, 10023], np.float64(44.7633), np.int64(296), 5, 'Success']"
4532,1486,6717,"[[4532, 3083, 6157, 600, 1236, 1486], np.float64(60.634539999999994), np.int64(304), 6, 'Success']"
3592,10287,52239,"[[3592, 167, 6876, 855, 10287], np.float64(57.52460000000001), np.int64(150), 5, 'Failure']"
4185,2651,914063,"[[4185, 6391, 12768, 10065, 2651], np.float64(69.46885), np.int64(140), 5, 'Failure']"
3470,6980,6880714,"[[3470, 494, 9510, 3297, 6764, 6980], np.float64(5644.5886), np.int64(172), 6, 'Failure']"
893,12302,13235473,"[[893, 173, 177, 167, 12119, 12302], np.float64(769.91165), np.int64(162), 6, 'Failure']"
6999,200,8,"[[6999, 32, 167, 5018, 87, 200], np.float64(1.10567), np.int64(294), 6, 'Success']"
499,2284,10,"[[499, 66, 175, 50, 2284], np.float64(18.0044), np.int64(110), 5, 'Success']"
5487,7187,830,"[[5487, 6461, 3292, 12325, 5199, 7187], np.float64(10020.92862), np.int64(174), 6, 'Success']"
223,11505,6151,"[[223, 139, 167, 6876, 855, 11505], np.float64(11.77959), np.int64(170), 6, 'Success']"
3363,3908,32522,"[[3363, 32, 3908], np.float64(17.22848), np.int64(184), 3, 'Success']"
6384,1037,268149,"[[6384, 233, 1037], np.float64(402.2235), np.int64(74), 3, 'Success']"
3957,6006,3584798,"[[3957, 177, 62, 22, 285, 6006], np.float64(4387.83161), np.int64(178), 6, 'Success']"
1236,12292,12309457,"[[1236, 60, 12292], np.float64(679.27014), np.int64(80), 3, 'Failure']"
11165,11621,6,"[[11165, 3221, 2575, 609, 36, 2, 795, 11621], np.float64(2.02369), np.int64(284), 8, 'Success']"
9362,12190,75,"[[9362, 1139, 3855, 8782, 12190], np.float64(1.22922), np.int64(160), 5, 'Success']"
1114,12272,462,"[[1114, 32, 2, 251, 15, 8683, 1084, 1343, 12272], np.float64(3.81597), np.int64(386), 9, 'Success']"
7127,4648,2472,"[[7127, 32, 2, 3083, 4648], np.float64(2.23353), np.int64(346), 5, 'Success']"
11580,3150,53969,"[[11580, 148, 12325, 9709, 108, 3150], np.float64(37.75777), np.int64(174), 6, 'Failure']"
345,584,241015,"[[345, 50, 584], np.float64(62.0233), np.int64(74), 3, 'Failure']"
10122,632,1094412,"[[10122, 3511, 182, 12325, 8455, 6587, 632], np.float64(1681.2221000000002), np.int64(222), 7, 'Failure']"
89,2596,10665298,"[[89, 141, 173, 174, 507, 2596], np.float64(604.50755), np.int64(156), 6, 'Success']"
8872,7284,5,"[[8872, 8768, 6274, 7284], np.float64(0.0), np.int64(328), 4, 'Success']"
6958,927,15,"[[6958, 233, 6324, 1139, 924, 927], np.float64(0.09456), np.int64(194), 6, 'Success']"
2712,1742,542,"[[2712, 634, 6020, 2359, 930, 1742], np.float64(8.200610000000001), np.int64(200), 6, 'Success']"
8155,10130,4107,"[[8155, 4097, 12425, 12157, 12768, 3928, 858, 609, 8688, 1983, 10130], np.float64(7.14239), np.int64(400), 11, 'Success']"
6411,6441,62639,"[[6411, 72, 10113, 12325, 4734, 6441], np.float64(29.06934), np.int64(194), 6, 'Success']"
3250,11871,333769,"[[3250, 609, 10113, 12325, 11723, 11871], np.float64(10048.3966), np.int64(194), 6, 'Success']"
5197,147,3399282,"[[5197, 50, 173, 321, 147], np.float64(1854.7622900000001), np.int64(242), 5, 'Success']"
580,347,10302444,"[[580, 3551, 3366, 612, 2189, 321, 347], np.float64(11884.83743), np.int64(344), 7, 'Failure']"
11282,5086,10,"[[11282, 1373, 609, 6010, 600, 2080, 5086], np.float64(2.03412), np.int64(240), 7, 'Success']"
7221,11249,96,"[[7221, 6274, 2, 2654, 600, 11249], np.float64(0.5866199999999999), np.int64(282), 6, 'Success']"
648,12742,621,"[[648, 2, 6093, 333, 12742], np.float64(0.437), np.int64(138), 5, 'Success']"
5032,611,5037,"[[5032, 174, 175, 108, 611], np.float64(5.045669999999999), np.int64(118), 5, 'Success']"
214,8523,63663,"[[214, 10, 12325, 10113, 8523], np.float64(128.38966), np.int64(154), 5, 'Success']"
3857,1258,775287,"[[3857, 1306, 445, 1258], np.float64(80.30407), np.int64(224), 4, 'Success']"
9750,225,2147550,"[[9750, 855, 12325, 8723, 3221, 225], np.float64(432.65818), np.int64(188), 6, 'Failure']"
3101,2578,57691880,"[[3101, 321, 2578], np.float64(58.69188), np.int64(80), 3, 'Failure']"
4968,10670,8,"[[4968, 124, 10294, 10670], np.float64(0.00184), np.int64(224), 4, 'Success']"
11803,2418,37,"[[11803, 645, 167, 6030, 189, 2418], np.float64(0.49423), np.int64(570), 6, 'Success']"
5750,3561,125,"[[5750, 182, 12325, 26, 3561], np.float64(1.05013), np.int64(148), 5, 'Success']"
7596,7505,9073,"[[7596, 3083, 7218, 7505], np.float64(0.0), np.int64(328), 4, 'Success']"
8614,7714,11805,"[[8614, 12325, 4433, 8301, 7218, 7714], np.float64(6.55178), np.int64(298), 6, 'Success']"
11491,3120,478701,"[[11491, 398, 3120], np.float64(1.4787), np.int64(184), 3, 'Failure']"
3605,8128,2168716,"[[3605, 447, 167, 8128], np.float64(220.04054000000002), np.int64(110), 4, 'Failure']"
2454,22,13499513,"[[2454, 174, 167, 1577, 21, 22], np.float64(2122.75214), np.int64(294), 6, 'Failure']"
9662,8155,5,"[[9662, 609, 10113, 12325, 3055, 2943, 8155], np.float64(1.00263), np.int64(338), 7, 'Success']"
4535,7155,27,"[[4535, 3083, 6274, 7155], np.float64(0.0), np.int64(328), 4, 'Success']"
3689,3210,939,"[[3689, 3083, 8688, 167, 6876, 855, 3210], np.float64(3.93903), np.int64(334), 7, 'Success']"
2710,8292,5811,"[[2710, 32, 8292], np.float64(3.89969), np.int64(184), 3, 'Success']"
11831,11680,45013,"[[11831, 6725, 6722, 12325, 11317, 11178, 11680], np.float64(10018.49152), np.int64(614), 7, 'Success']"
1347,12165,202362,"[[1347, 18, 50, 12165], np.float64(108.24175000000001), np.int64(224), 4, 'Failure']"
12944,5439,7427575,"[[12944, 321, 576, 233, 5263, 5439], np.float64(852.2570800000001), np.int64(292), 6, 'Failure']"
12292,12238,11214407,"[[12292, 3402, 12325, 12238], np.float64(5776.41961), np.int64(108), 4, 'Failure']"
6582,8372,7,"[[6582, 9886, 12325, 29, 8372], np.float64(1.0000200000000001), np.int64(154), 5, 'Success']"
7964,4875,52,
1130,12116,397,"[[1130, 600, 1236, 19, 609, 8688, 12964, 12116], np.float64(2.52678), np.int64(258), 8, 'Success']"
6588,5525,4754,"[[6588, 612, 4312, 3292, 5525], np.float64(1.00475), np.int64(140), 5, 'Success']"
3025,3594,81873,"[[3025, 855, 84, 3191, 3454, 3594], np.float64(38.92952), np.int64(200), 6, 'Failure']"
12626,7019,586608,
1916,8624,1012642,"[[1916, 1574, 3292, 4312, 167, 8624], np.float64(146.83323000000001), np.int64(180), 6, 'Success']"
12476,186,12622854,"[[12476, 12325, 10113, 63, 173, 186], np.float64(21724.487920000003), np.int64(172), 6, 'Success']"
6507,11614,8,"[[6507, 6948, 167, 12325, 3778, 11614], np.float64(2.04971), np.int64(194), 6, 'Success']"
12916,1573,10,"[[12916, 12445, 5965, 12325, 1573], np.float64(0.0034), np.int64(156), 5, 'Success']"
2816,12498,230,
2959,7033,4332,"[[2959, 3941, 12325, 6478, 5883, 6219, 4894, 7033], np.float64(275.93173), np.int64(249), 8, 'Success']"
10337,2935,35910,"[[10337, 2584, 167, 2936, 2935], np.float64(6.825990000000001), np.int64(150), 5, 'Success']"
3120,3626,331624,"[[3120, 609, 9515, 149, 3626], np.float64(148.5802), np.int64(264), 5, 'Success']"
5166,109,5678861,"[[5166, 175, 174, 692, 109], np.float64(883.5047400000001), np.int64(242), 5, 'Failure']"
1834,6855,16206687,"[[1834, 6422, 398, 6855], np.float64(36483.29116), np.int64(120), 4, 'Failure']"
2964,8015,3,"[[2964, 10484, 10632, 12325, 9314, 6079, 600, 8015], np.float64(26.012050000000002), np.int64(252), 8, 'Success']"
4445,9728,77,"[[4445, 3083, 2223, 314, 9728], np.float64(0.2547), np.int64(368), 5, 'Success']"
6653,5347,755,"[[6653, 6079, 4822, 5347], np.float64(0.00075), np.int64(224), 4, 'Success']"
12364,11973,4455,
6871,1669,30104,"[[6871, 855, 3534, 3152, 1669], np.float64(32.63425), np.int64(160), 5, 'Success']"
614,2735,368589,"[[614, 148, 12236, 2735], np.float64(766.95059), np.int64(120), 4, 'Failure']"
29,3366,3586666,"[[29, 2189, 6562, 2854, 3366], np.float64(723.3702900000001), np.int64(160), 5, 'Failure']"
5899,2701,10544966,"[[5899, 383, 3292, 12325, 10113, 2701], np.float64(21055.4255), np.int64(278), 6, 'Failure']"
539,7924,1,"[[539, 10, 12325, 9314, 6079, 600, 7924], np.float64(26.02908), np.int64(224), 7, 'Success']"
12345,10473,79,"[[12345, 855, 32, 10473], np.float64(1.07944), np.int64(224), 4, 'Success']"
4613,10007,578,"[[4613, 3083, 3728, 2597, 10007], np.float64(6.32748), np.int64(440), 5, 'Success']"
7688,11776,4100,"[[7688, 7218, 2, 2654, 600, 11776], np.float64(25.053490000000004), np.int64(282), 6, 'Success']"
411,7392,41898,"[[411, 215, 19, 609, 9281, 6274, 7392], np.float64(129.9384), np.int64(322), 7, 'Failure']"
1573,10490,108235,"[[1573, 2562, 2877, 10490], np.float64(1.8658899999999998), np.int64(120), 4, 'Success']"
141,11696,3490323,"[[141, 175, 167, 11696], np.float64(197.70828), np.int64(88), 4, 'Failure']"
7022,498,27838532,"[[7022, 855, 173, 55, 498], np.float64(7101.38233), np.int64(138), 5, 'Failure']"
4566,3072,9,"[[4566, 3083, 5965, 12325, 6200, 2232, 1139, 3072], np.float64(26.13232), np.int64(378), 8, 'Success']"
2080,7374,32,"[[2080, 1236, 2, 7218, 7374], np.float64(1.0), np.int64(242), 5, 'Success']"
10329,5419,282,"[[10329, 66, 177, 19, 4822, 5419], np.float64(3.26585), np.int64(282), 6, 'Success']"
1757,11210,1273,"[[1757, 84, 3642, 11057, 11210], np.float64(1.06492), np.int64(264), 5, 'Success']"
2538,4338,56030,"[[2538, 32, 12325, 1559, 2362, 4833, 152, 4338], np.float64(85.51347), np.int64(378), 8, 'Failure']"
12139,9756,703517,"[[12139, 73, 177, 19, 609, 9756], np.float64(111.29899999999999), np.int64(156), 6, 'Failure']"
12095,2562,6006552,"[[12095, 3292, 12325, 2562], np.float64(9130.97073), np.int64(94), 4, 'Success']"
3769,1848,12979727,"[[3769, 32, 356, 1848], np.float64(6491.87048), np.int64(224), 4, 'Failure']"
2248,1014,4,"[[2248, 600, 12325, 4289, 1014], np.float64(0.013000000000000001), np.int64(148), 5, 'Success']"
4408,5709,54,"[[4408, 855, 12325, 12148, 7053, 5709], np.float64(0.014960000000000001), np.int64(188), 6, 'Success']"
2203,7143,294,"[[2203, 1343, 167, 3642, 6274, 7143], np.float64(1.1473), np.int64(294), 6, 'Success']"
5743,98,5257,"[[5743, 4822, 2706, 167, 6876, 855, 28, 98], np.float64(24.693089999999998), np.int64(368), 8, 'Success']"
9632,9589,88972,"[[9632, 723, 3292, 12325, 8167, 11267, 9589], np.float64(197.46513), np.int64(202), 7, 'Failure']"
4595,8394,186444,"[[4595, 222, 167, 293, 8394], np.float64(207.53325999999998), np.int64(160), 5, 'Success']"
9756,12310,1294914,"[[9756, 167, 8723, 6562, 11188, 12312, 12310], np.float64(204.30902), np.int64(224), 7, 'Failure']"
8314,6897,11130723,"[[8314, 175, 174, 12828, 12325, 8168, 6897], np.float64(2610.68951), np.int64(212), 7, 'Failure']"
2827,5547,7,"[[2827, 1139, 1059, 167, 2324, 5547], np.float64(1.04032), np.int64(190), 6, 'Success']"
11758,6782,28,"[[11758, 233, 2597, 6782], np.float64(1.52806), np.int64(296), 4, 'Success']"
3336,2101,266,"[[3336, 233, 19, 2081, 2101], np.float64(20.3204), np.int64(132), 5, 'Success']"
8739,6528,2075,"[[8739, 600, 1236, 2, 1566, 207, 38, 6528], np.float64(10059.49612), np.int64(352), 8, 'Failure']"
5183,10072,16614,"[[5183, 4822, 7218, 10072], np.float64(0.0), np.int64(328), 4, 'Success']"
6835,4626,107300,"[[6835, 10129, 3292, 12325, 12476, 865, 4626], np.float64(186.34317), np.int64(214), 7, 'Failure']"
2198,5568,1563147,"[[2198, 3784, 3292, 12325, 11837, 18, 11888, 1318, 6935, 5568], np.float64(3042.99689), np.int64(306), 10, 'Failure']"
2366,2,49151127,"[[2366, 12315, 2], np.float64(49151.127), np.int64(184), 3, 'Failure']"
4620,12963,4,"[[4620, 3083, 2223, 313, 12963], np.float64(1.03652), np.int64(264), 5, 'Success']"
6096,258,53,"[[6096, 609, 10113, 12325, 26, 258], np.float64(0.0265), np.int64(188), 6, 'Success']"
11132,8124,654,"[[11132, 11057, 1121, 167, 6876, 855, 8124], np.float64(2.96014), np.int64(438), 7, 'Success']"
6600,5045,7448,"[[6600, 6397, 5060, 12325, 4734, 149, 5045], np.float64(25.57639), np.int64(338), 7, 'Success']"
3835,8584,94059,"[[3835, 10, 2225, 167, 6876, 855, 8584], np.float64(198.73857), np.int64(230), 7, 'Failure']"
4690,9372,320954,"[[4690, 2877, 4289, 9366, 9372], np.float64(49.7861), np.int64(150), 5, 'Failure']"
8269,13020,1101742,"[[8269, 321, 12325, 8723, 11948, 13020], np.float64(61.30965), np.int64(188), 6, 'Failure']"
6378,3642,47679270,"[[6378, 53, 177, 57, 167, 3642], np.float64(2672.29174), np.int64(250), 6, 'Failure']"
11681,1697,8,"[[11681, 224, 2425, 609, 6010, 600, 2680, 801, 919, 1697], np.float64(0.02498), np.int64(360), 10, 'Success']"
7137,11600,72,"[[7137, 21, 11600], np.float64(1.00007), np.int64(80), 3, 'Success']"
7009,231,433,"[[7009, 21, 231], np.float64(1.00043), np.int64(184), 3, 'Failure']"
12197,3638,1579,"[[12197, 321, 12325, 9314, 6079, 600, 3638], np.float64(30.87322), np.int64(224), 7, 'Success']"
8209,8089,22973,"[[8209, 70, 175, 78, 8089], np.float64(3.51352), np.int64(116), 5, 'Failure']"
5821,12574,467275,"[[5821, 6259, 3292, 12325, 4734, 4976, 13058, 12574], np.float64(1049.67011), np.int64(254), 8, 'Failure']"
6093,221,5077576,"[[6093, 8045, 547, 3784, 3292, 12325, 11837, 1983, 3086, 221], np.float64(14306.68052), np.int64(1066), 10, 'Failure']"
632,4338,14194070,"[[632, 2366, 1582, 4338], np.float64(73824.46357), np.int64(120), 4, 'Failure']"
10794,5796,1,"[[10794, 12325, 9314, 6079, 600, 233, 5528, 5796], np.float64(34.9236), np.int64(258), 8, 'Success']"
12324,5845,35,"[[12324, 8720, 3083, 12315, 6064, 6056, 5845], np.float64(1415747.5958200002), np.int64(448), 7, 'Failure']"
1761,12829,261,"[[1761, 855, 12325, 6200, 2232, 1139, 12829], np.float64(26.84736), np.int64(234), 7, 'Success']"
336,7965,3827,"[[336, 84, 233, 7965], np.float64(11.584389999999999), np.int64(94), 4, 'Success']"
3117,6983,91510,"[[3117, 2, 1566, 1573, 167, 6983], np.float64(9.242519999999999), np.int64(158), 6, 'Failure']"
12950,6001,415206,"[[12950, 316, 167, 224, 6001], np.float64(417.62204), np.int64(138), 5, 'Failure']"
12773,3017,1234235,"[[12773, 60, 175, 50, 290, 3017], np.float64(107.36202), np.int64(150), 6, 'Failure']"
3322,2928,10588496,"[[3322, 6064, 3784, 3292, 2928], np.float64(11835429.17062), np.int64(140), 5, 'Failure']"
11788,4713,10,"[[11788, 600, 6010, 6011, 4714, 4713], np.float64(4e-05), np.int64(200), 6, 'Success']"
2544,7459,95,"[[2544, 10, 1233, 2, 6274, 7459], np.float64(1.10451), np.int64(282), 6, 'Success']"
9009,9507,665,"[[9009, 8768, 2223, 167, 6876, 855, 9507], np.float64(2.7622), np.int64(334), 7, 'Success']"
1892,1430,6879,"[[1892, 1883, 609, 36, 2, 1430], np.float64(24.255489999999995), np.int64(210), 6, 'Success']"
11769,3347,52446,"[[11769, 600, 1059, 167, 6876, 855, 11741, 3347], np.float64(278.51005), np.int64(270), 8, 'Failure']"
10143,6006,863057,"[[10143, 52, 173, 62, 22, 285, 6006], np.float64(1063.9837400000001), np.int64(196), 7, 'Success']"
3281,3744,1503672,"[[3281, 18, 9416, 8733, 3221, 5043, 3744], np.float64(5.00734), np.int64(260), 7, 'Failure']"
57,2932,12354999,"[[57, 175, 2932], np.float64(681.77494), np.int64(58), 3, 'Failure']"
8512,12971,10,"[[8512, 609, 36, 2, 795, 12971], np.float64(1.0371800000000002), np.int64(210), 6, 'Success']"
1064,1950,16,"[[1064, 55, 177, 61, 600, 1945, 1950], np.float64(2.34703), np.int64(196), 7, 'Success']"
8743,1376,343,"[[8743, 52, 18, 1376], np.float64(3.26926), np.int64(120), 4, 'Success']"
5588,962,7687,"[[5588, 18, 6010, 600, 962], np.float64(24.06871), np.int64(160), 5, 'Success']"
11476,954,82289,"[[11476, 177, 61, 600, 954], np.float64(253.65646999999998), np.int64(138), 5, 'Failure']"
9593,10560,677690,"[[9593, 9592, 9689, 10152, 2618, 3093, 12325, 9709, 1609, 10560], np.float64(58.57177), np.int64(354), 10, 'Failure']"
1081,3782,1175720,"[[1081, 445, 1579, 3782], np.float64(119.74784), np.int64(224), 4, 'Failure']"
570,11356,44816732,"[[570, 60, 177, 57, 167, 3642, 3292, 11356], np.float64(29138.57212), np.int64(186), 8, 'Failure']"
8916,8034,5,"[[8916, 8768, 10113, 12325, 6200, 2232, 1139, 8034], np.float64(26.10819), np.int64(378), 8, 'Success']"
429,12888,10,"[[429, 233, 10485, 12888], np.float64(7.000000000000001e-05), np.int64(108), 4, 'Success']"
4475,12268,579,"[[4475, 91, 6035, 377, 7, 12268], np.float64(7.92162), np.int64(448), 6, 'Success']"
10110,11876,2246,"[[10110, 70, 175, 12325, 11876], np.float64(2.37353), np.int64(132), 5, 'Success']"
11971,1426,14214,"[[11971, 78, 167, 6876, 855, 1426], np.float64(18.68482), np.int64(190), 6, 'Success']"
6593,3725,198898,"[[6593, 600, 468, 10, 3725], np.float64(937.43748), np.int64(152), 5, 'Failure']"
5847,4112,2666244,"[[5847, 233, 3221, 4112], np.float64(18.688740000000003), np.int64(218), 4, 'Failure']"
2622,88,18120388,"[[2622, 321, 177, 88], np.float64(19.12039), np.int64(98), 4, 'Failure']"
1868,5278,7,"[[1868, 600, 12325, 12408, 5278], np.float64(0.0217), np.int64(154), 5, 'Success']"
5735,2278,69,"[[5735, 10, 9709, 1609, 2278], np.float64(2.0845), np.int64(160), 5, 'Success']"
2367,688,970,"[[2367, 18, 688], np.float64(1.00097), np.int64(80), 3, 'Success']"
11102,11854,5853,"[[11102, 11057, 4822, 10113, 12325, 9359, 11854], np.float64(43.22106), np.int64(442), 7, 'Success']"
5825,4045,10045,"[[5825, 172, 175, 6020, 11611, 4045], np.float64(6.29937), np.int64(178), 6, 'Failure']"
12276,3694,785632,"[[12276, 4848, 11578, 612, 3673, 3694], np.float64(756.25215), np.int64(184), 6, 'Failure']"
4432,6531,1012920,"[[4432, 4045, 12325, 10113, 10801, 9922, 6531], np.float64(255.25861999999998), np.int64(228), 7, 'Success']"
626,11360,43060127,"[[626, 613, 56, 177, 11360], np.float64(99262.17649), np.int64(138), 5, 'Success']"
9555,8378,5,"[[9555, 4822, 2, 2081, 1032, 2475, 8378], np.float64(1.05416), np.int64(322), 7, 'Success']"
6519,6684,18,"[[6519, 21, 5355, 5199, 6324, 1139, 3681, 5829, 1927, 1212, 6684], np.float64(5.06646), np.int64(400), 11, 'Success']"
9386,5647,555,"[[9386, 10040, 574, 2, 1566, 1573, 167, 3642, 5647], np.float64(1.44027), np.int64(272), 9, 'Success']"
6265,12083,3070,"[[6265, 5289, 3292, 12325, 4090, 858, 609, 9608, 12076, 11443, 12083], np.float64(8.2117), np.int64(374), 11, 'Failure']"
8422,7664,10534,"[[8422, 6814, 11178, 12768, 3928, 3277, 7218, 7664], np.float64(3.67509), np.int64(384), 8, 'Success']"
225,5300,359133,"[[225, 60, 1983, 4343, 5300], np.float64(88.80511999999999), np.int64(160), 5, 'Failure']"
1534,299,1030322,"[[1534, 3163, 12325, 62, 299], np.float64(269.11542), np.int64(134), 5, 'Failure']"
6228,77,14276377,"[[6228, 321, 57, 77], np.float64(802.7279), np.int64(120), 4, 'Failure']"
1090,2713,6,"[[1090, 634, 6020, 3292, 12325, 26, 2713], np.float64(7.02121), np.int64(208), 7, 'Success']"
7982,11761,42,"[[7982, 439, 4863, 600, 11761], np.float64(1.1312600000000002), np.int64(160), 5, 'Success']"
50,12143,202,"[[50, 70, 167, 6876, 855, 12143], np.float64(2.48356), np.int64(168), 6, 'Success']"
10283,12967,5298,"[[10283, 855, 6030, 167, 2047, 91, 12967], np.float64(6.86936), np.int64(390), 7, 'Success']"
12276,6072,55067,"[[12276, 6043, 4789, 12768, 5712, 6975, 6072], np.float64(38.39094), np.int64(240), 7, 'Failure']"
3664,8524,206721,"[[3664, 1275, 18, 8524], np.float64(19.81172), np.int64(120), 4, 'Failure']"
2183,6481,1127210,"[[2183, 32, 167, 2584, 6481], np.float64(1693.37967), np.int64(264), 5, 'Failure']"
6463,5139,13836199,"[[6463, 12315, 177, 5139], np.float64(14600.20318), np.int64(218), 4, 'Failure']"
9964,3893,8,"[[9964, 167, 3831, 3893], np.float64(0.0007300000000000001), np.int64(104), 4, 'Success']"
7132,6617,14,"[[7132, 600, 1659, 314, 6617], np.float64(0.04401), np.int64(264), 5, 'Success']"
10784,10964,393,"[[10784, 609, 19, 4822, 10294, 10964], np.float64(1.0007799999999998), np.int64(408), 6, 'Success']"
12810,5687,1009,"[[12810, 233, 19, 4822, 5687], np.float64(20.5301), np.int64(258), 5, 'Success']"
3198,2839,81635,"[[3198, 18, 11837, 182, 2839], np.float64(3.38781), np.int64(160), 5, 'Success']"
8604,547,573956,"[[8604, 855, 149, 547], np.float64(115.36627), np.int64(224), 4, 'Failure']"
4706,3852,1833656,"[[4706, 172, 175, 12325, 84, 3852], np.float64(105.9349), np.int64(172), 6, 'Failure']"
10047,3974,11730997,"[[10047, 612, 796, 3974], np.float64(25.46201), np.int64(120), 4, 'Failure']"
8484,6786,7,"[[8484, 26, 12325, 2597, 6786], np.float64(1.00708), np.int64(330), 5, 'Success']"
