Source,Target,Amount,LND1,LND2: c/300000.0,LND2: c/10.0
10602,6221,59,"[[10602, 10294, 2223, 108, 6221], 0.187, 244, 5, 'Success']","[[10602, 10294, 4822, 10113, 12768, 6228, 6221], 0.177, 448, 7, 'Success']","[[10602, 10294, 4822, 10113, 12768, 6228, 6221], 0.177, 448, 7, 'Success']"
4621,6976,935,"[[4621, 3083, 2, 91, 6976], 4.2443, 392, 5, 'Success']","[[4621, 3083, 2, 91, 6976], 4.2443, 392, 5, 'Success']","[[4621, 3083, 2, 91, 6976], 4.2443, 392, 5, 'Success']"
7051,8042,2423,"[[7051, 6741, 6470, 2877, 8042], 1.4848, 141, 5, 'Success']","[[7051, 6741, 6470, 609, 19, 215, 137, 2877, 8042], 1.4775200000000002, 289, 9, 'Success']","[[7051, 6741, 6470, 609, 19, 215, 137, 2877, 8042], 1.4775200000000002, 289, 9, 'Success']"
5606,6263,88890,"[[5606, 32, 6188, 6263], 61.25304, 224, 4, 'Success']","[[5606, 10171, 12325, 3110, 9407, 6390, 6263], 2.51113, 234, 7, 'Success']","[[5606, 10171, 12325, 3110, 9407, 6390, 6263], 2.51113, 234, 7, 'Success']"
4720,4986,371084,"[[4720, 4833, 855, 6967, 4985, 4986], 262.59000000000003, 200, 6, 'Success']","[[4720, 4833, 2877, 11837, 12325, 855, 6967, 4985, 4986], 78.75184, 292, 9, 'Success']","[[4720, 4833, 2877, 11837, 12325, 855, 6967, 4985, 4986], 78.75184, 292, 9, 'Success']"
21,537,7775581,"[[21, 12720, 612, 537], 17.55117, 120, 4, 'Success']","[[21, 12720, 612, 537], 17.55117, 120, 4, 'Success']","[[21, 12720, 612, 537], 17.55117, 120, 4, 'Success']"
4682,3919,12809886,"[[4682, 1877, 321, 3919], 1923.547, 212, 4, 'Success']","[[4682, 5899, 174, 175, 78, 3919], 719.60432, 254, 6, 'Success']","[[4682, 5899, 174, 175, 78, 3919], 719.60432, 254, 6, 'Success']"
1713,10183,7,"[[1713, 1032, 2081, 2537, 18, 10183], 1.0483200000000001, 200, 6, 'Success']","[[1713, 1032, 2081, 19, 2425, 18, 10183], 1.0480800000000001, 218, 7, 'Success']","[[1713, 1032, 2081, 19, 2425, 18, 10183], 1.0480800000000001, 218, 7, 'Success']"
2099,12481,83,,,
5779,10116,357,"[[5779, 21, 10002, 10116], 2.03606, 120, 4, 'Success']","[[5779, 12445, 547, 1236, 600, 6079, 9314, 12325, 10113, 12768, 3934, 9844, 520, 9806, 10116], 0.01571, 1030, 15, 'Success']","[[5779, 12445, 547, 1236, 600, 6079, 9314, 12325, 10113, 12768, 3934, 9844, 520, 9806, 10116], 0.01571, 1030, 15, 'Success']"
5634,2498,5322,"[[5634, 149, 855, 1761, 2498], 2.07624, 264, 5, 'Success']","[[5634, 149, 10632, 18, 1761, 2498], 2.01696, 304, 6, 'Success']","[[5634, 149, 10632, 18, 1761, 2498], 2.01696, 304, 6, 'Success']"
12913,12006,26088,"[[12913, 12325, 855, 12006], 5.2176, 114, 4, 'Success']","[[12913, 12325, 855, 12006], 5.2176, 114, 4, 'Success']","[[12913, 12325, 855, 12006], 5.2176, 114, 4, 'Success']"
9433,9726,316037,"[[9433, 4705, 3523, 345, 97, 314, 9726], 35.327160000000006, 332, 7, 'Success']","[[9433, 4705, 9682, 18, 11837, 314, 9726], 3.58219, 322, 7, 'Success']","[[9433, 4705, 9682, 18, 11837, 314, 9726], 3.58219, 322, 7, 'Success']"
12408,12099,1698505,"[[12408, 612, 8851, 12099], 7.894019999999999, 120, 4, 'Success']","[[12408, 612, 8851, 12099], 7.894019999999999, 120, 4, 'Success']","[[12408, 612, 8851, 12099], 7.894019999999999, 120, 4, 'Success']"
3661,4792,11363930,"[[3661, 78, 177, 12315, 4792], 11991.821170000001, 242, 5, 'Success']","[[3661, 78, 175, 67, 445, 10171, 4792], 982.56686, 196, 7, 'Success']","[[3661, 78, 175, 67, 445, 10171, 4792], 982.56686, 196, 7, 'Success']"
7070,1968,9,"[[7070, 6274, 3642, 4433, 1968], 0.02845, 264, 5, 'Success']","[[7070, 6274, 8768, 10113, 12768, 1968], 0.027, 408, 6, 'Success']","[[7070, 6274, 8768, 10113, 12768, 1968], 0.027, 408, 6, 'Success']"
1958,5001,57,"[[1958, 1945, 600, 4840, 5001], 0.22816999999999998, 160, 5, 'Success']","[[1958, 1945, 600, 6010, 609, 4840, 5001], 0.05723, 240, 7, 'Success']","[[1958, 1945, 600, 6010, 609, 4840, 5001], 0.05723, 240, 7, 'Success']"
12990,1775,401,"[[12990, 855, 2359, 966, 1775], 2.28565, 160, 5, 'Success']","[[12990, 855, 6876, 167, 2359, 966, 1775], 2.20783, 230, 7, 'Success']","[[12990, 855, 6876, 167, 2359, 966, 1775], 2.20783, 230, 7, 'Success']"
9773,2937,8007,"[[9773, 4976, 9682, 1039, 2937], 0.7937, 160, 5, 'Success']","[[9773, 4976, 9682, 1039, 2937], 0.7937, 160, 5, 'Success']","[[9773, 4976, 9682, 1039, 2937], 0.7937, 160, 5, 'Success']"
1983,12209,20393,"[[1983, 609, 12209], 2.0393, 80, 3, 'Success']","[[1983, 6035, 3221, 12209], 1.02039, 114, 4, 'Success']","[[1983, 6035, 3221, 12209], 1.02039, 114, 4, 'Success']"
2055,10127,202871,"[[2055, 32, 466, 10127], 122.52985, 224, 4, 'Success']","[[2055, 2650, 131, 181, 10127], 3.92584, 160, 5, 'Success']","[[2055, 2650, 131, 181, 10127], 3.92584, 160, 5, 'Success']"
6200,6722,3105137,"[[6200, 12325, 6722], 0.0, 74, 3, 'Success']","[[6200, 12325, 6722], 0.0, 74, 3, 'Success']","[[6200, 12325, 6722], 0.0, 74, 3, 'Success']"
111,56,16324119,,,
7485,5629,3,"[[7485, 7218, 36, 609, 5629], 0.0093, 296, 5, 'Success']","[[7485, 7218, 36, 609, 5629], 0.0093, 296, 5, 'Success']","[[7485, 7218, 36, 609, 5629], 0.0093, 296, 5, 'Success']"
1641,2311,42,"[[1641, 1236, 600, 48, 2311], 0.13021000000000002, 160, 5, 'Success']","[[1641, 1236, 600, 6079, 9314, 12325, 48, 2311], 0.00433, 264, 8, 'Success']","[[1641, 1236, 600, 6079, 9314, 12325, 48, 2311], 0.00433, 264, 8, 'Success']"
5390,6348,603,"[[5390, 4822, 21, 6348], 2.8125999999999998, 224, 4, 'Success']","[[5390, 4822, 21, 6348], 2.8125999999999998, 224, 4, 'Success']","[[5390, 4822, 21, 6348], 2.8125999999999998, 224, 4, 'Success']"
619,4263,2928,"[[619, 489, 12641, 4263], 1.0058600000000002, 120, 4, 'Success']","[[619, 489, 12641, 4263], 1.0058600000000002, 120, 4, 'Success']","[[619, 489, 12641, 4263], 1.0058600000000002, 120, 4, 'Success']"
6185,5626,31894,"[[6185, 60, 12325, 5626], 4.00417, 114, 4, 'Success']","[[6185, 2558, 1815, 11840, 12325, 5626], 2.67913, 194, 6, 'Success']","[[6185, 2558, 1815, 11840, 12325, 5626], 2.67913, 194, 6, 'Success']"
